6,STA=3,AP=00:00:00:00:00:02,RSSI=-51.8817,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.24662,Delay=0.000197967,Jitter=0.000115133,Loss=0,band=5,chWidth=80
6,STA=4,AP=00:00:00:00:00:01,RSSI=-66.0546,MACQ=0,AP_StaCount=1,AP_QueueLen=0,Throughput=4.24662,Delay=0.000197967,Jitter=0.000115133,Loss=0,band=5,chWidth=80
6,STA=5,AP=00:00:00:00:00:02,RSSI=-53.6293,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.24662,Delay=0.000197967,Jitter=0.000115133,Loss=0,band=5,chWidth=80
6,STA=6,AP=00:00:00:00:00:02,RSSI=-66.3874,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.24662,Delay=0.000197967,Jitter=0.000115133,Loss=0,band=5,chWidth=80
6,STA=7,AP=00:00:00:00:00:02,RSSI=-56.1417,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.24662,Delay=0.000197967,Jitter=0.000115133,Loss=0,band=5,chWidth=80
7,STA=2,AP=00:00:00:00:00:02,RSSI=-65.9398,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.98006,Delay=0.000186187,Jitter=0.000105626,Loss=0,band=5,chWidth=80
7,STA=3,AP=00:00:00:00:00:02,RSSI=-51.8817,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.98006,Delay=0.000186187,Jitter=0.000105626,Loss=0,band=5,chWidth=80
7,STA=4,AP=00:00:00:00:00:01,RSSI=-66.0546,MACQ=0,AP_StaCount=1,AP_QueueLen=0,Throughput=4.98006,Delay=0.000186187,Jitter=0.000105626,Loss=0,band=5,chWidth=80
7,STA=5,AP=00:00:00:00:00:02,RSSI=-53.6293,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.98006,Delay=0.000186187,Jitter=0.000105626,Loss=0,band=5,chWidth=80
7,STA=6,AP=00:00:00:00:00:02,RSSI=-66.3874,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.98006,Delay=0.000186187,Jitter=0.000105626,Loss=0,band=5,chWidth=80
7,STA=7,AP=00:00:00:00:00:02,RSSI=-56.1417,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=4.98006,Delay=0.000186187,Jitter=0.000105626,Loss=0,band=5,chWidth=80
8,STA=2,AP=00:00:00:00:00:02,RSSI=-65.9398,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=5.7135,Delay=0.000176588,Jitter=9.75246e-05,Loss=0,band=5,chWidth=80
8,STA=3,AP=00:00:00:00:00:02,RSSI=-51.8817,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=5.7135,Delay=0.000176588,Jitter=9.75246e-05,Loss=0,band=5,chWidth=80
8,STA=4,AP=00:00:00:00:00:01,RSSI=-66.0546,MACQ=0,AP_StaCount=1,AP_QueueLen=0,Throughput=5.7135,Delay=0.000176588,Jitter=9.75246e-05,Loss=0,band=5,chWidth=80
8,STA=5,AP=00:00:00:00:00:02,RSSI=-53.6293,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=5.7135,Delay=0.000176588,Jitter=9.75246e-05,Loss=0,band=5,chWidth=80
8,STA=6,AP=00:00:00:00:00:02,RSSI=-66.3874,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=5.7135,Delay=0.000176588,Jitter=9.75246e-05,Loss=0,band=5,chWidth=80
8,STA=7,AP=00:00:00:00:00:02,RSSI=-56.1417,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=5.7135,Delay=0.000176588,Jitter=9.75246e-05,Loss=0,band=5,chWidth=80
9,STA=2,AP=00:00:00:00:00:02,RSSI=-65.9398,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=6.44694,Delay=0.000169676,Jitter=9.25949e-05,Loss=0,band=5,chWidth=80
9,STA=3,AP=00:00:00:00:00:02,RSSI=-51.8817,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=6.44694,Delay=0.000169676,Jitter=9.25949e-05,Loss=0,band=5,chWidth=80
9,STA=4,AP=00:00:00:00:00:01,RSSI=-66.0546,MACQ=0,AP_StaCount=1,AP_QueueLen=0,Throughput=6.44694,Delay=0.000169676,Jitter=9.25949e-05,Loss=0,band=5,chWidth=80
9,STA=5,AP=00:00:00:00:00:02,RSSI=-53.6293,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=6.44694,Delay=0.000169676,Jitter=9.25949e-05,Loss=0,band=5,chWidth=80
9,STA=6,AP=00:00:00:00:00:02,RSSI=-66.3874,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=6.44694,Delay=0.000169676,Jitter=9.25949e-05,Loss=0,band=5,chWidth=80
9,STA=7,AP=00:00:00:00:00:02,RSSI=-56.1417,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=6.44694,Delay=0.000169676,Jitter=9.25949e-05,Loss=0,band=5,chWidth=80
10,STA=2,AP=00:00:00:00:00:02,RSSI=-65.9398,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=7.18038,Delay=0.000163433,Jitter=8.72571e-05,Loss=0,band=5,chWidth=80
10,STA=3,AP=00:00:00:00:00:02,RSSI=-51.8817,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=7.18038,Delay=0.000163433,Jitter=8.72571e-05,Loss=0,band=5,chWidth=80
10,STA=4,AP=00:00:00:00:00:01,RSSI=-66.0546,MACQ=0,AP_StaCount=1,AP_QueueLen=0,Throughput=7.18038,Delay=0.000163433,Jitter=8.72571e-05,Loss=0,band=5,chWidth=80
10,STA=5,AP=00:00:00:00:00:02,RSSI=-53.6293,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=7.18038,Delay=0.000163433,Jitter=8.72571e-05,Loss=0,band=5,chWidth=80
10,STA=6,AP=00:00:00:00:00:02,RSSI=-66.3874,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=7.18038,Delay=0.000163433,Jitter=8.72571e-05,Loss=0,band=5,chWidth=80
10,STA=7,AP=00:00:00:00:00:02,RSSI=-56.1417,MACQ=0,AP_StaCount=5,AP_QueueLen=0,Throughput=7.18038,Delay=0.000163433,Jitter=8.72571e-05,Loss=0,band=5,chWidth=80
